0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0998700109403 0.1013563786 0.102572291392 0.102298367546 0.100795886694 0.0973981678445 0.0974886205888 0.10012443978 0.102781512305 0.103035606846 0.103709294084 0.102545320417 0.0990079054684 0.0961251343828 0.0963464224879 0.105499480938 0.103750182287 0.098439078509 0.0940450226252 0.0944099124687 0.104026251651 0.102819996153 0.0988489307747 0.0955625174208 0.0957914442013 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0989231950031 0.0992679991172 0.0996960248026 0.0997504828322 0.0995056122409 0.100008571774 0.100857534219 0.100600031237 0.0996232057079 0.0987698608862 0.0986868790547 0.100032313432 0.10116585777 0.101151394812 0.100031086898 0.0981510693119 0.0997793398966 0.101490571993 0.101867820214 0.100597139258 0.0982482071293 0.0991453191697 0.100647774022 0.101287063064 0.100590571756 0.10223185725 0.0987574265609 0.095788696238 0.0964123978663 0.0997593330386 0.104316292474 0.102237009753 0.0981712044509 0.0956642492484 0.0971653186927 0.0953505851744 0.0944574601881 0.0988702552539 0.104746447463 0.106936418811 0.0936394947674 0.093139906993 0.0992211268157 0.106645474824 0.108910922258 0.0965241144845 0.0968156195022 0.100636443853 0.105017743522 0.106028707026 0.11090193985 0.107797595841 0.0991054034898 0.0923437400895 0.0930690510844 0.106652337493 0.102349760765 0.0974507310427 0.0968059692627 0.0998091314089 0.121020465939 0.114639807929 0.0971324269325 0.0829703778365 0.0864899920093 0.112907793066 0.106598351667 0.0947606985765 0.0885785155693 0.0927224695458 0.101988989192 0.0951264192301 0.0912768672239 0.0950090031499 0.102265097855 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 ,[1]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0966903396702 0.100837796086 0.105629691543 0.106492604694 0.102408712219 0.0967766239164 0.0997018403883 0.103473951196 0.103935858146 0.100262082917 0.102589361189 0.103643653554 0.101402834251 0.0964694739058 0.0923630833349 0.107877826759 0.106786759902 0.0995459772254 0.0907236575422 0.0868719129161 0.109308506737 0.107228033222 0.0986591164206 0.0892693407808 0.0858223910979 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0921138184302 0.0970487129344 0.101506117461 0.102309229193 0.0992488167345 0.0929758233319 0.0997986198 0.10460026644 0.103813714942 0.0985982835952 0.0921622730253 0.100485754517 0.106296145817 0.105390162547 0.0989437978691 0.0921236977362 0.100823296711 0.106668190489 0.105395893227 0.0985386727906 0.0929637880073 0.0995756423047 0.104180406062 0.103411709322 0.0984408671491 0.0965757978724 0.0927816620138 0.091827054567 0.0963020415977 0.104241662482 0.094859084415 0.0923736453792 0.0933783794964 0.0993269531841 0.107499836546 0.0874569681088 0.0873562452709 0.0958277507551 0.10837630298 0.117056143874 0.0848335809671 0.0868502899602 0.0989070442408 0.11365691403 0.121344332089 0.0870897166001 0.0908505687599 0.102255231332 0.114480248712 0.119766573097 0.123246381327 0.114907293341 0.0999248960932 0.0872585889032 0.0836015717516 0.125477356988 0.114045186732 0.0964208004891 0.083805135754 0.0820757954916 0.13013447239 0.11527840866 0.0929871549272 0.0779761449358 0.0779557369047 0.124577734803 0.109190823824 0.0897777344956 0.078831685182 0.0810318792793 0.115446801795 0.101612735209 0.0883014525826 0.0831864261115 0.0867731857648 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 ,[1]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0993027484216 0.104744549843 0.107678000866 0.104747436745 0.0986092573542 0.0899506496381 0.0900269245876 0.0979682272622 0.106560784686 0.108348244735 0.103149348418 0.101511301402 0.0978485693919 0.0949885407084 0.0955461422717 0.104583007019 0.103364597318 0.0983177375385 0.093617409821 0.0937483098996 0.104846298698 0.106462243577 0.10213108898 0.0955347026117 0.0926960193757 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0943246363735 0.0968817587816 0.100776862028 0.102400943451 0.100526314858 0.0997802009687 0.102243524185 0.102097697449 0.099455633262 0.0961134377924 0.0971639743862 0.100216880446 0.102380352564 0.101224471626 0.0979010112327 0.0971659111485 0.10291769314 0.106449602794 0.104148393869 0.0983644696383 0.0949487632949 0.0975307119461 0.101136167255 0.102355634745 0.100445948473 0.100360869746 0.0930752595167 0.090631255138 0.0957837037452 0.103738838641 0.111235322175 0.110006937536 0.10086523471 0.0914873586816 0.0905067525428 0.0908716588689 0.0929482671294 0.102206988078 0.110400424002 0.110419088018 0.0944260412888 0.0915079499267 0.0962526256935 0.104424663831 0.108497666505 0.0984173742427 0.0974148153031 0.100007385079 0.103731527997 0.104939517729 0.112640889092 0.112464865477 0.101493221582 0.0903949074613 0.0890626943051 0.0950451558652 0.0930226294748 0.0970266412071 0.105541421276 0.110712998074 0.124500362369 0.11586647569 0.0923014951134 0.0774438857914 0.0833835566052 0.107856272155 0.108023125721 0.100877606983 0.0949880093294 0.0947157163866 0.0989758691235 0.0907359708715 0.0881484334279 0.0950772671608 0.105145824098 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 ,[2]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0984110071966 0.102200945914 0.105299927538 0.104241654093 0.100049662442 0.0924507746441 0.091891389907 0.0988513983329 0.106134962058 0.10695312255 0.103928125318 0.102073072981 0.0979666596168 0.0953866020087 0.0965844465331 0.104844356899 0.103978967819 0.0983644344805 0.0934826269185 0.0945170268326 0.104650441394 0.104943091033 0.100316632171 0.095178374315 0.0946352402058 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0977487506667 0.098076368179 0.0996486331187 0.100511901414 0.0997503960554 0.100560509685 0.102182993471 0.101222976485 0.0993097276777 0.0976843209755 0.0981286162531 0.10075553983 0.102264067922 0.101334020877 0.0987484026819 0.0976010759118 0.101355623777 0.103998942698 0.102653532959 0.0989483596059 0.0966364082258 0.0979546218467 0.100622124676 0.101486890712 0.100394406771 0.102330162547 0.0971099934614 0.0930447129834 0.0951002470396 0.101425619888 0.108799444947 0.108241509288 0.100239717477 0.0920498849841 0.0918768755348 0.0926709485969 0.0937570323909 0.101157582573 0.107826982894 0.107740677819 0.0944699477504 0.0921597478958 0.0978104811974 0.105986579458 0.108184771249 0.097246535372 0.0969568933991 0.100390467317 0.10449841545 0.104737968105 0.108480407077 0.109716096108 0.102015612785 0.0926212207404 0.0902728522314 0.0976364884967 0.0956689422791 0.0975783646388 0.103743799186 0.108164799135 0.123106733496 0.115098753083 0.0926200153269 0.0773578735419 0.084009214972 0.108735331015 0.10712148877 0.0995674228257 0.0946605583613 0.095405259274 0.0992615002157 0.0911946599911 0.0893915929967 0.0977609649217 0.106651231222 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 ,[2]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.100706035956 0.101599155135 0.102238500899 0.101579491642 0.09987055751 0.100558096932 0.100152878066 0.100311809445 0.100325124639 0.0997512406527 0.104766223662 0.10304669701 0.0990590626511 0.0955960501165 0.0951903733401 0.107051862132 0.104682231897 0.0984918106914 0.0932487669576 0.0929080426521 0.106579085347 0.104424477361 0.0987386179131 0.0937970921096 0.0933060773599 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0983937555177 0.0994138667953 0.10018597559 0.100112663168 0.0994450724054 0.0986440676424 0.100388808294 0.101295355946 0.100646113721 0.0992001212211 0.0976512434898 0.0999009822584 0.10177686218 0.101696589028 0.0999479192059 0.0970211030404 0.0994782566931 0.101928116395 0.102265877835 0.100488830232 0.0972032900808 0.0990329624301 0.101178038191 0.101806367597 0.10063965085 0.10025786282 0.0970870663927 0.0954986379693 0.0976711927344 0.10214067481 0.0998016664734 0.0975026972529 0.096653664797 0.0988886935282 0.102928987645 0.0939115997518 0.0930290681781 0.0979062236237 0.105374458759 0.109682212053 0.0919412581774 0.091712234291 0.0986956985321 0.107918422038 0.112089898356 0.0931494239528 0.0938208043723 0.0999978647309 0.107489950932 0.110479648415 0.115390949526 0.109350491449 0.0978743280247 0.0898815466889 0.0897574526188 0.116927706187 0.108887701091 0.0954954866852 0.0878426165213 0.0893693515394 0.124006922972 0.113694446142 0.0942406820409 0.0824835511279 0.0849942319015 0.118212437636 0.108128938088 0.0930192948823 0.0851756545653 0.0884573136464 0.110907229759 0.101816669501 0.0922820299663 0.0897036459063 0.0939186437988 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 ,[1]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.10055649782 0.10131107514 0.101842779193 0.101467357461 0.10032841557 0.0991718571346 0.0990288263868 0.100191491768 0.101326985833 0.101232590905 0.103608959226 0.102329288912 0.0992353521359 0.0965854632426 0.0962715193522 0.105292869383 0.103286356254 0.0986588686326 0.0948723106327 0.0946852648053 0.104393933163 0.102680947779 0.0989359638171 0.0959213771596 0.0957083516736 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0994771641939 0.0995518947527 0.0996477968963 0.0997218082183 0.0997978961262 0.0999249530099 0.100388340264 0.100295142459 0.0998441941919 0.0994517498804 0.0988746192823 0.0997117615163 0.100639593093 0.10094894827 0.100500360564 0.0983646897864 0.0994450305112 0.100799593307 0.101405604783 0.100913994677 0.0985194318813 0.0992608927344 0.100399050621 0.101099482367 0.100937940434 0.100685885549 0.0984261542401 0.0966865800583 0.0973769308309 0.099974822671 0.102128421512 0.10038197472 0.0979255502312 0.0971819217106 0.0992563401089 0.0954013915907 0.0948764944182 0.0987598538758 0.104337968515 0.107215643116 0.0936318089859 0.0938310625434 0.099556128467 0.106563963977 0.109303108857 0.095355253932 0.0963656634651 0.100729732616 0.105210649013 0.106481609483 0.108178361602 0.104693375264 0.0983687049929 0.0935140895481 0.0927659752026 0.110852986915 0.105847848006 0.0973305196754 0.0919843879327 0.0932379140868 0.127117745952 0.118943205796 0.0987706696684 0.0835174518607 0.0865488974155 0.112399720208 0.105354384229 0.0944828383803 0.0879592780871 0.0917336662949 0.102476954821 0.09641147731 0.0930276159743 0.094110961965 0.097684793971 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 ,[1]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0679887068972 0.0749308729372 0.108027843952 0.128648870079 0.115408435511 0.0611275588375 0.0760108842799 0.114840364961 0.131550621649 0.109622048509 0.0752866477911 0.0993821665736 0.118103331218 0.109241804174 0.0826136865172 0.104229694627 0.123756324168 0.112480604556 0.0774502270326 0.0621102232276 0.119416083763 0.126978358092 0.101982916117 0.0662996817569 0.0638641655267 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0679841866064 0.0925910845826 0.114464784483 0.111175506754 0.0844866706059 0.0641424346496 0.100610310756 0.127972940654 0.115995213209 0.0774487753937 0.0569039569527 0.102948984606 0.136005228709 0.123155823526 0.0739283342232 0.0552734525645 0.104933181855 0.13696705198 0.123182167714 0.0699548113879 0.065992582556 0.101096282549 0.12389379083 0.112085241935 0.0760874174938 0.102442457183 0.0927655999754 0.0849435818783 0.0881103818873 0.100663584912 0.0986499362727 0.0838895970261 0.0810826467276 0.0947481323582 0.11069167306 0.0739860746261 0.0592077473346 0.0851905905839 0.124788946506 0.13675883234 0.0600600874535 0.0560121146884 0.0982509696985 0.141832825682 0.139503535424 0.068249813037 0.0746367089487 0.108211700508 0.133555838234 0.122274852194 0.119713999658 0.117122311141 0.0955151307199 0.0790080038574 0.0834482551968 0.130002376256 0.123494369403 0.0904295682173 0.067916942369 0.0786616778593 0.150030903705 0.133901517589 0.0808592939555 0.0475658470846 0.0696464221046 0.146190550871 0.12005157763 0.0699163970117 0.0504642986713 0.0820274976162 0.123015327279 0.0985766167073 0.0706456586854 0.0711328167759 0.0977444645149 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 ,[2]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0980256762652 0.101319385297 0.104583197641 0.105045063151 0.102379833638 0.0952177968503 0.0965463262808 0.101584724145 0.105538317922 0.104813662622 0.10233364618 0.102460075864 0.0999585326209 0.0966230919421 0.0948383618888 0.106913228058 0.104987425903 0.0982897106583 0.0919430542525 0.0910761032071 0.106261423197 0.104153463081 0.0980306829206 0.0923453947522 0.0916996980302 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0965948726877 0.0975921648755 0.0994304086906 0.100306975234 0.0997725894012 0.0983844889731 0.101069649433 0.101841732986 0.100322345386 0.0979930264617 0.0969914584331 0.100505257632 0.102897855312 0.102259726101 0.0992499480612 0.0965551243666 0.101039170552 0.10406476158 0.103257380787 0.0992675018426 0.0970774955462 0.0994889224912 0.101655301328 0.101842165457 0.0999993455986 0.101853923373 0.0975686133347 0.0940441516996 0.0947437959369 0.0987616199502 0.104668309701 0.101641530905 0.0962222557835 0.0935103077265 0.0964037731235 0.0924942692482 0.0913076264481 0.0973353695426 0.105932783355 0.110399442855 0.0907315755922 0.0911200038962 0.0996628181621 0.10973348103 0.113439040257 0.0944490225093 0.0966395154029 0.103055162902 0.108930645134 0.109766322505 0.113485734197 0.11076696967 0.101690683848 0.092912201886 0.091685110926 0.108819423034 0.104091292693 0.0981757206679 0.0955046719985 0.096283250176 0.129456791368 0.119794739998 0.0975793053537 0.0808494491751 0.0830939178893 0.115248065364 0.105566175223 0.0916376253965 0.0847147286654 0.0893837072608 0.100816082666 0.0926917759213 0.088218400379 0.0916752478684 0.0987926715807 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 ,[1]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0997191018505 0.101579728245 0.102829062347 0.102291824411 0.100504239855 0.0973135372356 0.0974643223409 0.100136537617 0.10273029894 0.102897124089 0.103407019138 0.102256286691 0.0988274064269 0.0960855976266 0.0964151217388 0.10541076008 0.103755630513 0.0985282129371 0.0941633974796 0.0944991968796 0.104126247132 0.102989121004 0.099149944679 0.0957896355609 0.0958123218718 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0990572450121 0.0992367009116 0.0996680471941 0.0998410250752 0.0996728693807 0.100108230277 0.100889194488 0.100586909593 0.0995932137068 0.0987579490533 0.0987905358593 0.100000411679 0.101059984719 0.101033619759 0.0999816441772 0.098134881511 0.0997813676453 0.101469469572 0.101807692284 0.100511841372 0.0982358606427 0.0991989537706 0.100607557052 0.101238152428 0.100619247844 0.102266683359 0.0984470288251 0.0953544778737 0.0961878718843 0.0999033235119 0.10421741936 0.102191469898 0.0982049897174 0.0958799888915 0.0974979598158 0.0955309830134 0.094952765731 0.0994500057368 0.105228329861 0.107046655402 0.093828731248 0.0930108338132 0.0989832123585 0.106581172094 0.109050233212 0.0963801183586 0.0963474638843 0.100167110563 0.104740189704 0.105984013306 0.109939810002 0.107114660802 0.0989058671555 0.09227944684 0.0935203950969 0.107801853466 0.102276525148 0.0958156203428 0.094992243617 0.099247516892 0.12319719394 0.115390443007 0.0962688906434 0.081157951254 0.0863399648749 0.112838430461 0.107406222815 0.0963901660349 0.0889787416867 0.0927597793192 0.102523590215 0.0958940916543 0.0914548810026 0.0947561997723 0.101624967479 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 ,[1]
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0993631068938 0.100926826657 0.102412550127 0.102445404525 0.101001530077 0.097264572191 0.0981230517811 0.101161340746 0.103414951214 0.102680013101 0.10343104499 0.103355618147 0.100418703972 0.0968409538102 0.0954581172939 0.105919285373 0.104152403801 0.0985331855179 0.0936445041643 0.0934856362367 0.104489875981 0.102328566583 0.0978056357644 0.0945926945622 0.0951530671772 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0987926414223 0.0991376230526 0.0997459978987 0.100041872677 0.0998422214495 0.0998064352119 0.100670122691 0.100534098061 0.0996207947358 0.098867837 0.098508456219 0.0998119984689 0.100959028382 0.101074434308 0.100183083406 0.0979007743848 0.099769702698 0.101629700355 0.101890918692 0.100489342271 0.0982483802979 0.0995141339035 0.10095582638 0.101344377994 0.100529726995 0.102415748245 0.0991542817074 0.0960496486069 0.0960238401174 0.098965474203 0.104042335617 0.101078445987 0.0967538112227 0.0951285418728 0.097876210501 0.0951540502264 0.0932131713942 0.0972437819279 0.104117470664 0.108004602444 0.0930036110591 0.0928711019752 0.0994973392798 0.107552439025 0.110228142413 0.0955937455031 0.0972531306605 0.102234241866 0.106586839411 0.106775910565 0.111050617626 0.110115518564 0.101675169731 0.0932060992846 0.0917359068013 0.109046810489 0.105902380372 0.0989966758762 0.0947530659477 0.0949715197372 0.124699180373 0.116898018651 0.0976303449812 0.0827659393438 0.0860722062543 0.113755442862 0.104514753124 0.0916867908482 0.0866888069229 0.0924921022978 0.101683620596 0.0936248874192 0.0895797559289 0.0931408994885 0.100234340068 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 ,[1]
